Combination_ID	CADD1	CADD2	CADD3	CADD4	BiolDist	ISPP_AR_A	ISPP_AR_B	ISPP_AD_A	ISPP_AD_B	ISPP_XL_A	HIPred_A	HIPred_B	dn_ds_A	BPO_sim	KG_dist
OLI452	1.056	1.056	7.966	7.966	4.444	0.0	0.0	0.026	0.0	0.897	0.65	0.704	0.515	0.193	1.0
OLI453	3.574	-3	4.166	-3	10.417	0.095	0.013	0.015	0.0	-0.5	0.699	0.644	0.134	0.156	2.0
OLI454	3.369	-3	3.553	-3	5.972	0.57	0.104	0.019	0.065	-0.5	0.439	0.543	0.054	0.676	1.0
OLI458	4.054	-3	4.98	-3	13.056	0.03	0.053	0.052	0.028	-0.5	0.652	0.492	0.216	0.178	1.0
OLI465	3.623	-3	3.732	-3	19.444	0.765	0.071	0.018	0.0	-0.5	0.353	0.241	0.324	0.015	1.0
OLI466	6.172	2.346	1.71	-3	22.067	0.599	0.8	0.0	0.009	-0.5	0.207	0.546	0.374	0.066	1.0
OLI467	4.051	-3	3.792	-3	12.8	0.071	0.8	0.0	0.009	-0.5	0.241	0.546	0.25	0.298	1.0
OLI471	7.166	3.295	0.41	-3	5.0	0.038	0.714	0.013	0.006	-0.5	0.551	0.489	0.46	0.018	1.0
OLI473	3.863	-3	6.625	4.257	19.444	0.765	0.071	0.018	0.0	-0.5	0.353	0.241	0.324	0.015	1.0
OLI478	2.178	-3	1.647	-3	10.417	0.051	0.691	0.782	0.014	-0.5	0.794	0.429	0.363	0.095	2.0
OLI480	3.991	-3	4.035	-3	6.944	0.074	0.031	0.723	0.785	-0.5	0.783	0.694	0.137	0.095	1.0
OLI482	3.089	-3	3.757	-3	10.417	0.031	0.051	0.785	0.782	-0.5	0.694	0.794	0.108	0.091	1.0
OLI489	2.823	-3	1.885	-3	13.056	0.043	0.051	0.08	0.782	-0.5	0.846	0.794	0.109	0.117	1.0
OLI493	3.283	-3	1.647	-3	12.717	0.031	0.691	0.785	0.014	-0.5	0.694	0.429	0.108	0.055	1.0
OLI496	4.093	-3	2.057	-3	1.736	0.074	0.028	0.723	0.712	-0.5	0.783	0.816	0.137	0.11	1.0
OLI497	2.586	-3	3.435	3.435	14.509	0.057	0.155	0.061	0.09	-0.5	0.736	0.542	0.037	0.509	1.0
OLI498	2.264	-3	1.07	-3	0.265	0.008	0.0	0.0	0.049	-0.5	0.296	0.784	0.161	0.011	1.0
OLI500	8.085	-3	1.364	-3	1.25	0.069	0.148	0.074	0.667	-0.5	0.486	0.318	0.239	0.28	1.0
OLI502	0.63	-3	2.638	-3	1.25	0.104	0.765	0.671	0.018	-0.5	0.292	0.353	0.236	0.013	1.0
OLI504	4.068	-3	2.586	-3	4.444	0.013	0.082	0.0	0.076	0.838	0.605	0.683	0.304	0.031	1.0
OLI505	2.87	-3	3.672	-3	5.0	0.038	0.015	0.042	0.028	-0.5	0.639	0.756	0.385	0.228	0.385
OLI506	2.951	-3	3.182	-3	5.0	0.038	0.015	0.042	0.028	-0.5	0.639	0.756	0.385	0.228	0.385
OLI507	2.68	-3	3.056	-3	5.0	0.038	0.015	0.042	0.028	-0.5	0.639	0.756	0.385	0.228	0.385
OLI508	3.225	-3	2.68	-3	5.0	0.013	0.038	0.015	0.042	-0.5	0.825	0.639	0.135	0.208	0.385
OLI509	3.763	-3	3.672	-3	12.232	0.013	0.015	0.019	0.028	-0.5	0.639	0.756	0.209	0.213	1.0
OLI510	3.826	-3	1.257	-3	5.0	0.038	0.015	0.042	0.028	-0.5	0.639	0.756	0.385	0.228	0.385
OLI513	4.141	-3	2.271	-3	1.111	0.019	0.052	0.674	0.094	-0.5	0.831	0.051	0.31	0.322	1.0
OLI514	3.858	-3	2.265	-3	1.111	0.668	0.075	0.0	0.0	-0.5	0.64	0.396	0.386	0.227	1.0
OLI515	4.302	-3	4.992	-3	30.038	0.019	0.792	0.017	0.0	-0.5	0.685	0.498	0.059	0.013	1.0
OLI516	3.245	-3	4.037	-3	1.111	0.066	0.013	0.034	0.0	-0.5	0.575	0.605	0.679	0.277	1.0
OLI517	3.572	-3	4.507	-3	1.25	0.035	0.066	0.029	0.754	-0.5	0.626	0.584	0.176	0.327	1.0
OLI518	3.637	-3	4.941	3.574	5.0	0.038	0.071	0.013	0.0	-0.5	0.551	0.241	0.46	0.117	1.0
OLI524	3.095	-3	2.955	-3	0.265	0.709	0.692	0.025	0.0	-0.5	0.146	0.492	0.329	0.173	1.0
OLI526	3.028	-3	-0.19	-3	0.265	0.709	0.692	0.025	0.0	-0.5	0.146	0.492	0.329	0.173	1.0
OLI527	3.028	-3	2.185	-3	0.265	0.709	0.692	0.025	0.0	-0.5	0.146	0.492	0.329	0.173	1.0
OLI531	3.028	-3	3.677	-3	0.265	0.709	0.692	0.025	0.0	-0.5	0.146	0.492	0.329	0.173	1.0
OLI532	0.348	-3	2.641	-3	0.265	0.709	0.692	0.025	0.0	-0.5	0.146	0.492	0.329	0.173	1.0
OLI537	3.439	-3	3.028	-3	0.265	0.616	0.709	0.014	0.025	-0.5	0.473	0.146	0.147	0.12	1.0
OLI538	3.144	-3	0.348	-3	0.265	0.616	0.709	0.014	0.025	-0.5	0.473	0.146	0.147	0.12	1.0
OLI540	3.699	-3	3.677	-3	21.095	0.616	0.692	0.014	0.0	-0.5	0.473	0.492	0.147	0.288	1.0
OLI545	3.241	-3	3.633	-3	2.232	0.757	0.616	0.0	0.014	-0.5	0.539	0.473	0.271	0.353	2.0
OLI547	3.898	-3	4.194	-3	1.736	0.006	0.023	0.229	0.091	-0.5	0.747	0.79	0.095	0.392	1.0
OLI548	4.95	-3	4.384	-3	1.736	0.006	0.023	0.229	0.091	-0.5	0.747	0.79	0.095	0.392	1.0
OLI550	2.747	-3	3.874	-3	1.111	0.028	0.046	0.073	0.674	-0.5	0.676	0.809	0.205	0.598	1.0
OLI559	2.003	-3	4.157	-3	23.481	0.025	0.018	0.094	0.033	-0.5	0.728	0.52	0.199	0.084	1.0
OLI560	2.059	-3	3.664	-3	10.0	0.027	0.035	0.099	0.647	-0.5	0.693	0.85	0.113	0.393	1.0
OLI562	2.369	-3	7.547	4.414	1.25	0.599	0.071	0.0	0.0	-0.5	0.207	0.241	0.374	0.189	1.0
OLI563	1.993	1.993	5.029	-3	12.8	0.071	0.8	0.0	0.009	-0.5	0.241	0.546	0.25	0.298	1.0
OLI564	4.208	-3	2.168	-3	12.8	0.071	0.8	0.0	0.009	-0.5	0.241	0.546	0.25	0.298	1.0
OLI567	5.718	-3	0.002	-3	12.8	0.071	0.8	0.0	0.009	-0.5	0.241	0.546	0.25	0.298	1.0
OLI607	4.492	-3	1.562	-3	1.852	0.698	0.071	0.013	0.015	-0.5	0.443	0.264	0.449	0.267	1.0
OLI610	3.87	-3	1.99	-3	1.111	0.732	0.071	0.046	0.015	-0.5	0.466	0.264	0.247	0.246	1.0
OLI639	3.876	3.876	2.418	2.418	4.861	0.038	0.042	0.119	0.684	-0.5	0.673	0.875	0.259	0.128	1.0
OLI645	-0.926	-3	1.814	-3	5.0	0.031	0.038	0.785	0.116	-0.5	0.694	0.711	0.108	0.459	1.0
OLI667	3.813	-3	4.394	-3	4.722	0.019	0.685	0.057	0.028	-0.5	0.733	0.251	0.083	0.087	1.0
OLI669	2.382	-3	2.248	-3	5.0	0.019	0.115	0.057	0.717	-0.5	0.733	0.738	0.083	0.374	1.0
OLI673	6.178	-3	2.281	-3	14.602	0.115	0.588	0.034	0.013	-0.5	0.825	0.17	0.191	0.258	1.0
OLI680	3.983	-3	3.107	-3	4.722	0.776	0.15	0.052	0.026	0.01	0.747	0.593	0.467	0.046	1.0
OLI684	4.197	-3	3.801	-3	13.18	0.038	0.603	0.042	0.0	-0.5	0.639	0.267	0.385	0.093	0.385
OLI685	4.103	-3	2.83	-3	11.967	0.622	0.049	0.006	0.033	-0.5	0.368	0.786	0.289	0.145	1.0
OLI688	3.967	3.89	3.768	-3	4.722	0.061	0.058	0.09	0.59	-0.5	0.389	0.725	0.124	0.004	1.0
OLI694	1.598	-3	2.309	-3	23.394	0.067	0.084	0.013	0.04	-0.5	0.139	0.527	0.469	0.004	1.0
OLI708	3.637	-3	3.57	-3	13.735	0.819	0.064	0.056	0.03	-0.5	0.544	0.409	0.154	0.099	2.0
OLI709	4.513	-3	4.026	-3	15.925	0.77	0.756	0.018	0.051	-0.5	0.441	0.379	0.201	0.122	1.0
OLI755	2.376	-3	2.022	-3	1.736	0.029	0.032	0.093	0.78	-0.5	0.635	0.831	0.476	0.239	2.0
OLI767	2.562	-3	4.607	3.233	10.417	0.0	0.814	0.867	0.016	-0.5	0.875	0.3	0.346	0.096	1.0
OLI779	4.145	-3	3.806	-3	1.25	0.048	0.053	0.18	0.041	-0.5	0.792	0.798	0.132	0.412	1.0
OLI794	3.948	-3	3.366	3.366	10.0	0.033	0.078	0.747	0.123	-0.5	0.652	0.432	0.119	0.053	1.0
OLI795	3.948	-3	3.366	-3	10.0	0.033	0.078	0.747	0.123	-0.5	0.652	0.432	0.119	0.053	1.0
OLI817	9.332	-3	1.562	-3	1.25	0.069	0.148	0.074	0.667	-0.5	0.486	0.318	0.239	0.28	1.0
OLI818	9.332	-3	0.707	-3	1.25	0.069	0.148	0.074	0.667	-0.5	0.486	0.318	0.239	0.28	1.0
OLI820	4.479	-3	1.562	-3	1.25	0.069	0.148	0.074	0.667	-0.5	0.486	0.318	0.239	0.28	1.0
OLI821	3.374	-3	1.562	-3	1.25	0.069	0.148	0.074	0.667	-0.5	0.486	0.318	0.239	0.28	1.0
OLI831	3.461	-3	3.059	-3	10.417	0.653	0.044	0.045	0.742	-0.5	0.698	0.828	0.335	0.093	1.0
OLI834	4.0	-3	3.975	-3	1.111	0.008	0.013	0.0	0.006	-0.5	0.296	0.241	0.161	0.406	1.0
OLI838	2.286	-3	3.603	-3	5.926	0.009	0.109	0.083	0.56	-0.5	0.786	0.594	0.118	0.084	1.0
OLI839	2.329	-3	4.101	-3	4.722	0.006	0.006	0.614	0.732	-0.5	0.783	0.555	0.303	0.071	1.0
OLI841	5.615	-3	1.589	-3	5.0	0.006	0.64	0.151	0.0	-0.5	0.584	0.23	0.164	0.227	1.0
OLI842	4.518	-3	4.221	4.221	12.075	0.006	0.0	0.151	0.0	-0.5	0.584	0.123	0.164	0.068	1.0
OLI859	4.676	-3	4.0	-3	5.731	0.006	0.008	0.341	0.0	-0.5	0.8	0.296	0.19	0.041	1.0
OLI862	7.46	-3	4.0	-3	18.333	0.757	0.008	0.0	0.0	-0.5	0.475	0.296	0.316	0.008	1.0
OLI870	2.951	-3	3.609	-3	10.0	0.069	0.008	0.041	0.0	-0.5	0.851	0.296	0.316	0.04	1.0
OLI890	4.0	-3	1.725	-3	10.0	0.008	0.006	0.0	0.082	-0.5	0.296	0.112	0.161	0.38	1.0
OLI891	2.129	-3	2.081	-3	18.333	0.067	0.006	0.595	0.082	-0.5	0.567	0.112	0.238	0.067	1.0
OLI892	3.091	-3	4.0	-3	18.333	0.757	0.008	0.0	0.0	-0.5	0.475	0.296	0.316	0.008	1.0
OLI895	4.0	-3	4.233	-3	1.111	0.008	0.717	0.0	0.051	-0.5	0.296	0.367	0.161	0.8	1.0
OLI911	3.868	-3	2.081	-3	5.0	0.09	0.006	0.068	0.082	-0.5	0.553	0.112	1.039	0.088	1.0
OLI916	4.068	4.068	2.586	-3	4.444	0.013	0.082	0.0	0.076	0.838	0.605	0.683	0.304	0.031	1.0
